symbol;available_exchanges;currency_base;currency_quote
IGNIS/KRW;"[""Upbit""]";Ignis;Korean Won
IGNIS/USD;"[""Synthetic""]";Ignis;US Dollar
IHT/USD;"[""Gate.io""]";IHT Real Estate...;US Dollar
IMPS/BTC;"[""YoBit""]";ImpulseCoin;Bitcoin
IMPS/USD;"[""Synthetic""]";ImpulseCoin;US Dollar
IMS/BTC;"[""YoBit""]";Independent Money...;Bitcoin
IMS/USD;"[""Synthetic""]";Independent Money...;US Dollar
INB/USD;"[""DragonEX""]";Insight Chain;US Dollar
IND/BTC;"[""YoBit""]";Indorse Token;Bitcoin
IND/ETH;"[""HitBTC""]";Indorse Token;Ethereum
IND/USD;"[""Synthetic""]";Indorse Token;US Dollar
INF/USD;"[""Synthetic""]";InfChain;US Dollar
INFX/BTC;"[""YoBit""]";Influxcoin;Bitcoin
INFX/USD;"[""Synthetic""]";Influxcoin;US Dollar
INK/BTC;"[""Gate.io""]";Ink;Bitcoin
INK/ETH;"[""Gate.io"",""HitBTC""]";Ink;Ethereum
INK/USD;"[""Gate.io""]";Ink;US Dollar
INN/BTC;"[""Crex24""]";Innova;Bitcoin
INN/USD;"[""Synthetic""]";Innova;US Dollar
INO/USD;"[""Exrates""]";INO COIN;US Dollar
INSN/BTC;"[""Livecoin""]";InsaneCoin;Bitcoin
INSN/USD;"[""Synthetic""]";InsaneCoin;US Dollar
INS/USD;"[""Synthetic""]";Insolar;US Dollar
INT/BTC;"[""COINEGG"",""OKEx""]";Internet Node Token;Bitcoin
INT/ETH;"[""OKEx""]";Internet Node Token;Ethereum
INT/USD;"[""OKEx""]";Internet Node Token;US Dollar
INVC/USD;"[""Synthetic""]";Investcoin;US Dollar
INXT/BTC;"[""Mercatox""]";Internxt;Bitcoin
INXT/USD;"[""Synthetic""]";Internxt;US Dollar
IOC/BTC;"[""Bittrex""]";I/O Coin;Bitcoin
IOC/USD;"[""Synthetic""]";I/O Coin;US Dollar
ION/BTC;"[""Bittrex""]";ION;Bitcoin
ION/USD;"[""Synthetic""]";ION;US Dollar
IOP/BTC;"[""FinexBox""]";Internet of People;Bitcoin
IOP/USD;"[""Synthetic""]";Internet of People;US Dollar
IOST/BTC;"[""BigONE"",""Binance"",""Huobi"",""OKEx""]";IOStoken;Bitcoin
IOST/ETH;"[""BigONE"",""Binance"",""Huobi"",""OKEx""]";IOStoken;Ethereum
IOST/USD;"[""Binance""]";IOST;US Dollar
IOST/USD;"[""Huobi"",""OKEx""]";IOStoken;US Dollar
IOTA/AUD;"[""Synthetic""]";IOTA;Australian Dollar
IOTA/BNB;"[""Binance""]";IOTA;Binance Coin
IOTA/BRL;"[""NovaDAX""]";IOTA;Brazil Real
IOTA/BTC;"[""Binance"",""Bitfinex""]";IOTA;Bitcoin
IOTA/CAD;"[""Synthetic""]";IOTA;Canadian Dollar
IOTA/CNY;"[""Synthetic""]";IOTA;Chinese Yuan
IOTA/ETH;"[""Binance"",""Bitfinex""]";IOTA;Ethereum
IOTA/EUR;"[""Synthetic""]";IOTA;Euro
IOTA/HKD;"[""Synthetic""]";IOTA;Hong Kong Dollar
IOTA/ILS;"[""Synthetic""]";IOTA;Israeli Shekel
IOTA/INR;"[""Synthetic""]";IOTA;Indian Rupee
IOTA/KRW;"[""Coinone""]";IOTA;Korean Won
IOTA/MXN;"[""Synthetic""]";IOTA;Mexican Peso
IOTA/MYR;"[""Synthetic""]";IOTA;Malaysian Ringgit
IOTA/PLN;"[""Synthetic""]";IOTA;Polish Zloty
IOTA/RUB;"[""Synthetic""]";IOTA;Russian Ruble
IOTA/SAR;"[""Synthetic""]";IOTA;Saudi Riyal
IOTA/SEK;"[""Synthetic""]";IOTA;Swedish Krona
IOTA/TRY;"[""Synthetic""]";IOTA;Turkish Lira
IOTA/USD;"[""Bitfinex"",""OKEx""]";IOTA;US Dollar
IOTA/VND;"[""Synthetic""]";IOTA;Vietnamese Dong
IOTA/ZAR;"[""Synthetic""]";IOTA;South African Rand
IOT/BTC;"[""OKEx"",""Panxora""]";IOTA;Bitcoin
IOT/ETH;"[""OKEx""]";IOTA;Ethereum
IOT/GBP;"[""Bitfinex""]";IOTA;British Pound
IOT/USD;"[""Binance"",""HitBTC""]";IOTA;US Dollar
IOTX/BTC;"[""Binance"",""Bittrex"",""Kucoin"",""Upbit""]";IoTeX;Bitcoin
IOTX/ETH;"[""Binance"",""Gate.io"",""Kucoin""]";IoTeX;Ethereum
IOTX/USD;"[""Binance"",""Gate.io"",""Synthetic""]";IoTeX;US Dollar
IPX/BTC;"[""HitBTC"",""Hotbit""]";Tachyon Protocol;Bitcoin
IPX/KRW;"[""Bithumb""]";Tachyon Protocol;Korean Won
IPX/USD;"[""HitBTC"",""Hotbit""]";Tachyon Protocol;US Dollar
IQN/BTC;"[""YoBit""]";IQeon;Bitcoin
IQN/ETH;"[""YoBit""]";IQeon;Ethereum
IQN/USD;"[""YoBit""]";IQeon;US Dollar
IREX/BTC;"[""HitBTC""]";imbrex;Bitcoin
IREX/ETH;"[""HitBTC""]";imbrex;Ethereum
IREX/USD;"[""Synthetic""]";imbrex;US Dollar
IRIS/BTC;"[""Binance"",""Huobi""]";IRISnet;Bitcoin
IRIS/USD;"[""Binance"",""Huobi""]";IRISnet;US Dollar
IRL/USD;"[""Synthetic""]";IrishCoin;US Dollar
ISL/BTC;"[""YoBit""]";IslaCoin;Bitcoin
ISL/USD;"[""Synthetic""]";IslaCoin;US Dollar
ITC/BTC;"[""Huobi"",""OKEx""]";IoT Chain;Bitcoin
ITC/ETH;"[""Huobi""]";IoT Chain;Ethereum
ITC/USD;"[""OKEx""]";IoT Chain;US Dollar
ITI/BTC;"[""Livecoin""]";iTicoin;Bitcoin
ITI/USD;"[""Synthetic""]";iTicoin;US Dollar
IVY/ETH;"[""Coinbene""]";Ivy;Ethereum
IVY/USD;"[""Synthetic""]";Ivy;US Dollar
IVZ/BTC;"[""YoBit""]";InvisibleCoin;Bitcoin
IVZ/USD;"[""Synthetic""]";InvisibleCoin;US Dollar
IXC/BTC;"[""YoBit""]";Ixcoin;Bitcoin
IXC/USD;"[""Synthetic""]";Ixcoin;US Dollar
IXT/BTC;"[""YoBit""]";iXledger;Bitcoin
IXT/ETH;"[""YoBit""]";IXT;Ethereum
IXT/USD;"[""Synthetic""]";iXledger;US Dollar
JAN/BTC;"[""SouthXchange""]";CoinJanitor;Bitcoin
JAN/USD;"[""Synthetic""]";CoinJanitor;US Dollar
JET/BTC;"[""Mercatox""]";Jetcoin;Bitcoin
JET/USD;"[""Synthetic""]";Jetcoin;US Dollar
JIN/USD;"[""Synthetic""]";Jin Coin;US Dollar
JNT/BTC;"[""Gate.io""]";Jibrel Network;Bitcoin
JNT/ETH;"[""Gate.io"",""HitBTC""]";Jibrel Network;Ethereum
JNT/USD;"[""Gate.io"",""Synthetic""]";Jibrel Network;US Dollar
JOBS/ETH;"[""YoBit""]";JobsCoin;Ethereum
JOBS/USD;"[""Synthetic""]";JobsCoin;US Dollar
JS/BTC;"[""SouthXchange""]";JavaScript Token;Bitcoin
JSE/USD;"[""Synthetic""]";JSECOIN;US Dollar
JS/USD;"[""Synthetic""]";JavaScript Token;US Dollar
JWL/BTC;"[""YoBit""]";Jewels;Bitcoin
JWL/USD;"[""Synthetic""]";Jewels;US Dollar
KALA/USD;"[""ProBit Exchange""]";Kala;US Dollar
KARMA/USD;"[""Synthetic""]";Karmacoin;US Dollar
KASHH/USD;"[""Synthetic""]";KashhCoin;US Dollar
KAVA/BNB;"[""Binance""]";Kava.io;Binance Coin
KAVA/BTC;"[""Binance""]";Kava.io;Bitcoin
KAVA/USD;"[""Bilaxy"",""Binance""]";Kava.io;US Dollar
KBR/USD;"[""Synthetic""]";Kubera Coin;US Dollar
KCS/BTC;"[""Kucoin""]";KuCoin Shares;Bitcoin
KCS/ETH;"[""Kucoin""]";KuCoin Shares;Ethereum
KCS/USD;"[""Kucoin""]";KuCoin Shares;US Dollar
KED/USD;"[""Synthetic""]";Darsek;US Dollar
KEK/BTC;"[""Crex24""]";KekCoin;Bitcoin
KEK/USD;"[""Synthetic""]";KekCoin;US Dollar
KEY/BTC;"[""Kucoin""]";Selfkey;Bitcoin
KEY/ETH;"[""Binance"",""Kucoin""]";Selfkey;Ethereum
KEY/USD;"[""Binance"",""Synthetic""]";Selfkey;US Dollar
KICK/USD;"[""STEX""]";KickToken;US Dollar
KIN/CNY;"[""Synthetic""]";Kin;Chinese Yuan
KIN/ETH;"[""HitBTC"",""Mercatox""]";Kin;Ethereum
KIN/LTC;"[""Mercatox""]";Kin;Litecoin
KIN/USD;"[""CoinTiger""]";Kin;US Dollar
KLAY/USD;"[""Gate.io"",""OKEx""]";Klaytn;US Dollar
KLC/USD;"[""Synthetic""]";KiloCoin;US Dollar
KMD/BCH;"[""CoinEx""]";Komodo;Bitcoin Cash
KMD/BTC;"[""Binance"",""Bittrex"",""Coinbene"",""CoinEx""]";Komodo;Bitcoin
KMD/ETH;"[""Binance""]";Komodo;Ethereum
KMD/KRW;"[""Upbit""]";Komodo;Korean Won
KMD/USD;"[""Synthetic""]";Komodo;US Dollar
KNC/BTC;"[""Binance"",""Huobi"",""Kucoin"",""OKEx""]";Kyber Network;Bitcoin
KNC/ETH;"[""Binance"",""Bitrue"",""Kucoin"",""Kyber Network""]";Kyber Network;Ethereum
KNC/KRW;"[""Bithumb"",""Upbit""]";Kyber Network;Korean Won
KNC/THB;"[""Bitkub""]";Kyber Network;Thai Baht
KNC/USD;"[""DragonEX"",""Gate.io"",""OKEx""]";Kyber Network;US Dollar
KNC/XRP;"[""Bitrue""]";Kyber Network;XRP
KOBO/BTC;"[""YoBit""]";Kobocoin;Bitcoin
KOBO/USD;"[""Synthetic""]";Kobocoin;US Dollar
KORE/BTC;"[""FreiExchange""]";Kore;Bitcoin
KORE/USD;"[""Synthetic""]";Kore;US Dollar
KSM/BTC;"[""Binance""]";Kusama;Bitcoin
KSM/USD;"[""Binance""]";Kusama;US Dollar
KURT/BTC;"[""YoBit""]";Kurrent;Bitcoin
KURT/USD;"[""Synthetic""]";Kurrent;US Dollar
KUSH/BTC;"[""YoBit""]";KushCoin;Bitcoin
KUSH/USD;"[""Synthetic""]";KushCoin;US Dollar
LA/BTC;"[""LATOKEN""]";LATOKEN;Bitcoin
LA/ETH;"[""HitBTC"",""LATOKEN""]";LATOKEN;Ethereum
LAMBO/BTC;"[""YoBit""]";Lambo Coin;Bitcoin
LAMBO/ETH;"[""YoBit""]";Lambo Coin;Ethereum
LAMBO/RUB;"[""YoBit""]";Lambo Coin;Russian Ruble
LAMBO/USD;"[""YoBit""]";Lambo Coin;US Dollar
LANA/USD;"[""Synthetic""]";LanaCoin;US Dollar
LA/USD;"[""Synthetic""]";LATOKEN;US Dollar
LAZ/BTC;"[""YoBit""]";Lazaruscoin;Bitcoin
LAZ/USD;"[""Synthetic""]";Lazaruscoin;US Dollar
LBA/USD;"[""OKEx""]";Cred;US Dollar
LBC/BTC;"[""Bittrex"",""Upbit""]";LBRY Credits;Bitcoin
LBC/USD;"[""Synthetic""]";LBRY Credits;US Dollar
LBTC/BTC;"[""COINEGG""]";Lightning Bitcoin;Bitcoin
LBTC/USD;"[""ZB.COM""]";Lightning Bitcoin;US Dollar
LBTCX/BTC;"[""YoBit""]";LiteBitcoin;Bitcoin
LBTCX/USD;"[""YoBit""]";LiteBitcoin;US Dollar
LCC/BTC;"[""HitBTC"",""Mercatox"",""SouthXchange"",""YoBit""]";Litecoin Cash;Bitcoin
LCC/USD;"[""SouthXchange"",""YoBit""]";Litecoin Cash;US Dollar
LCE/USD;"[""Synthetic""]";LitecoinExtreme;US Dollar
LCP/BTC;"[""Crex24""]";Litecoin Plus;Bitcoin
LCP/USD;"[""Synthetic""]";Litecoin Plus;US Dollar
LDC/BNT;"[""Bancor Network""]";Leadcoin;Bancor
LDC/USD;"[""Synthetic""]";Leadcoin;US Dollar
LDOGE/USD;"[""Synthetic""]";LiteDoge;US Dollar
LEA/USD;"[""Synthetic""]";LeaCoin;US Dollar
LEOu/BTC;"[""Bitfinex"",""OKEx""]";UNUS SED LEO;Bitcoin
LEOu/ETH;"[""Bitfinex"",""Switcheo Network""]";UNUS SED LEO;Ethereum
LEOu/USD;"[""Bitfinex"",""Gate.io"",""OKEx""]";UNUS SED LEO;US Dollar
LEPEN/USD;"[""Synthetic""]";LePen;US Dollar
LGO/ETH;"[""IDEX""]";LGO Exchange;Ethereum
LGO/USD;"[""Synthetic""]";LGO Exchange;US Dollar
LINDA/USD;"[""Synthetic""]";Linda;US Dollar
LINK/BRL;"[""Binance"",""MercadoBitcoin""]";Chainlink;Brazil Real
LINK/BTC;"[""Binance"",""Coinbene"",""Huobi"",""OKEx""]";Chainlink;Bitcoin
LINK/ETH;"[""Binance"",""Bitrue"",""Huobi"",""Kyber Network""]";Chainlink;Ethereum
LINK/EUR;"[""Kraken""]";Chainlink;Euro
LINK/TRY;"[""BTCTurk"",""Paribu""]";Chainlink;Turkish Lira
LINK/USD;"[""Binance"",""BTCTurk"",""Gate.io"",""Huobi"",""Paribu""]";Chainlink;US Dollar
LINK/XRP;"[""Bitrue""]";Chainlink;XRP
LINX/BTC;"[""NLexch""]";Linx;Bitcoin
LINX/USD;"[""Synthetic""]";Linx;US Dollar
LION/USD;"[""Synthetic""]";Lion Coin;US Dollar
LIR/USD;"[""Synthetic""]";LetItRide;US Dollar
LIZA/BTC;"[""YoBit""]";LIZA;Bitcoin
LIZA/USD;"[""Synthetic""]";LIZA;US Dollar
LIZ/USD;"[""Synthetic""]";Lizus;US Dollar
LKC/USD;"[""Synthetic""]";LinkedCoin;US Dollar
LKK/CHF;"[""Lykke""]";Lykke;Swiss Franc
LKK/USD;"[""Synthetic""]";Lykke;US Dollar
LKRc/BTC;"[""Crex24""]";LKRCoin;Bitcoin
LKRc/USD;"[""Synthetic""]";LKRCoin;US Dollar
LMC/USD;"[""Synthetic""]";LoMoCoin;US Dollar
LND/ETH;"[""Bilaxy""]";Lendingblock;Ethereum
LND/ETH;"[""IDEX""]";LendingBlock;Ethereum
LND/USD;"[""Synthetic""]";LendingBlock;US Dollar
LNK/USD;"[""Synthetic""]";Link Platform;US Dollar
LNX/USD;"[""ProBit Exchange""]";LNX Protocol;US Dollar
LOC/BTC;"[""HitBTC"",""YoBit""]";LockTrip;Bitcoin
LOC/DOGE;"[""YoBit""]";LockTrip;Dogecoin
LOC/ETH;"[""HitBTC"",""YoBit""]";LockTrip;Ethereum
LOC/RUB;"[""YoBit""]";LockTrip;Russian Ruble
LOC/USD;"[""HitBTC"",""YoBit""]";LockTrip;US Dollar
LOC/WAVES;"[""YoBit""]";LockTrip;Waves
LOKI/BTC;"[""Kucoin""]";Loki;Bitcoin
LOKI/ETH;"[""Kucoin""]";Loki;Ethereum
LOKI/USD;"[""Synthetic""]";Loki;US Dollar
LOOM/BTC;"[""Binance"",""Coinbene"",""Huobi""]";Loom Network;Bitcoin
LOOM/ETH;"[""Binance"",""Hotbit"",""Huobi"",""Kucoin""]";Loom Network;Ethereum
LOOM/KRW;"[""Upbit""]";Loom Network;Korean Won
LOOM/USD;"[""Synthetic""]";Loom Network;US Dollar
LOT/USD;"[""Synthetic""]";LottoCoin;US Dollar
LPC/BTC;"[""Crex24""]";Lightpaycoin;Bitcoin
LPC/USD;"[""Synthetic""]";Lightpaycoin;US Dollar
LRC/BTC;"[""Binance"",""Gate.io"",""HitBTC"",""OKEx""]";Loopring;Bitcoin
LRC/ETH;"[""Binance"",""Gate.io"",""HitBTC"",""OKEx""]";Loopring;Ethereum
LRC/KRW;"[""Bithumb""]";Loopring;Korean Won
LRC/USD;"[""Binance"",""Dcoin"",""DragonEX"",""Gate.io"",""OKEx""]";Loopring;US Dollar
LSK/AUD;"[""Synthetic""]";Lisk;Australian Dollar
LSK/BTC;"[""Binance"",""Bittrex"",""HitBTC""]";Lisk;Bitcoin
LSK/CAD;"[""Synthetic""]";Lisk;Canadian Dollar
LSK/CNY;"[""Synthetic""]";Lisk;Chinese Yuan
LSK/ETH;"[""Binance""]";Lisk;Ethereum
LSK/EUR;"[""BitBay""]";Lisk;Euro
LSK/HKD;"[""Synthetic""]";Lisk;Hong Kong Dollar
LSK/ILS;"[""Synthetic""]";Lisk;Israeli Shekel
LSK/INR;"[""Synthetic""]";Lisk;Indian Rupee
LSK/KRW;"[""Synthetic"",""Upbit""]";Lisk;Korean Won
LSK/MXN;"[""Synthetic""]";Lisk;Mexican Peso
LSK/MYR;"[""Synthetic""]";Lisk;Malaysian Ringgit
LSK/PLN;"[""BitBay"",""Synthetic""]";Lisk;Polish Zloty
LSK/RUB;"[""Synthetic""]";Lisk;Russian Ruble
LSK/SAR;"[""Synthetic""]";Lisk;Saudi Riyal
LSK/SEK;"[""Synthetic""]";Lisk;Swedish Krona
LSK/TRY;"[""Synthetic""]";Lisk;Turkish Lira
LSK/USD;"[""Binance"",""BitBay"",""Gate.io""]";Lisk;US Dollar
LSK/VND;"[""Synthetic""]";Lisk;Vietnamese Dong
LSK/ZAR;"[""Synthetic""]";Lisk;South African Rand
LTB/BTC;"[""FreiExchange""]";LiteBar;Bitcoin
LTB/USD;"[""Synthetic""]";LiteBar;US Dollar
LTC/AUD;"[""BTC Markets"",""Synthetic""]";Litecoin;Australian Dollar
LTC/BCH;"[""CoinEx""]";Litecoin;Bitcoin Cash
LTC/BNB;"[""Binance""]";Litecoin;Binance Coin
LTC/BRL;"[""Coinext"",""MercadoBitcoin"",""NovaDAX""]";Litecoin;Brazil Real
LTC/BTC;"[""Coinbene"",""HitBTC"",""OKEx""]";Litecoin;Bitcoin
LTC/CAD;"[""Synthetic""]";Litecoin;Canadian Dollar
LTC/CHF;"[""Bitci.com""]";Litecoin;Swiss Franc
LTC/CNY;"[""Synthetic""]";Litecoin;Chinese Yuan
LTC/EOS;"[""HitBTC""]";Litecoin;EOS
LTC/ETH;"[""Bibox"",""Coinsbit"",""OKEx"",""p2pb2b""]";Litecoin;Ethereum
LTC/EUR;"[""BitStamp"",""Coinbase Pro"",""Kraken""]";Litecoin;Euro
LTC/GBP;"[""Coinbase Pro""]";Litecoin;British Pound
LTC/HKD;"[""Synthetic""]";Litecoin;Hong Kong Dollar
LTC/IDR;"[""BTC Indonesia""]";Litecoin;Indonesian Rupiah
LTC/ILS;"[""Synthetic""]";Litecoin;Israeli Shekel
LTC/INR;"[""Bitbns"",""Synthetic""]";Litecoin;Indian Rupee
LTC/JPY;"[""Bitbank""]";Litecoin;Japanese Yen
LTC/KRW;"[""Bithumb"",""Coinone"",""GOPAX"",""Upbit""]";Litecoin;Korean Won
LTC/MXN;"[""Synthetic""]";Litecoin;Mexican Peso
LTC/MYR;"[""Luno"",""Synthetic""]";Litecoin;Malaysian Ringgit
LTC/NGN;"[""Luno""]";Litecoin;Nigerian Naira
LTC/PLN;"[""BitBay"",""Synthetic""]";Litecoin;Polish Zloty
LTCR/BTC;"[""YoBit""]";Litecred;Bitcoin
LTC/RUB;"[""Exmo"",""Synthetic""]";Litecoin;Russian Ruble
LTCR/USD;"[""Synthetic""]";Litecred;US Dollar
LTC/SAR;"[""Synthetic""]";Litecoin;Saudi Riyal
LTC/SEK;"[""Synthetic""]";Litecoin;Swedish Krona
LTC/THB;"[""Bitkub""]";Litecoin;Thai Baht
LTC/TRY;"[""BTCTurk"",""Paribu"",""Synthetic"",""Vebitcoin""]";Litecoin;Turkish Lira
LTCU/BTC;"[""YoBit""]";LiteCoin Ultra;Bitcoin
LTC/USD;"[""Binance"",""Coinbene"",""Huobi"",""IDCM"",""ZB.COM""]";Litecoin;US Dollar
LTCU/USD;"[""Synthetic""]";LiteCoin Ultra;US Dollar
LTC/VND;"[""Synthetic""]";Litecoin;Vietnamese Dong
LTC/ZAR;"[""Luno"",""Synthetic""]";Litecoin;South African Rand
LTG/USD;"[""Synthetic""]";LiteCoin Gold;US Dollar
LTH/USD;"[""Synthetic""]";LAthaan;US Dollar
LUNA/BTC;"[""YoBit""]";Luna Coin;Bitcoin
LUNAt/BTC;"[""Binance"",""Huobi""]";Terra;Bitcoin
LUNAt/USD;"[""Binance"",""Huobi""]";Terra;US Dollar
LUNA/USD;"[""Synthetic""]";Luna Coin;US Dollar
LUN/BTC;"[""Huobi""]";Lunyr;Bitcoin
LUN/ETH;"[""YoBit""]";Lunyr;Ethereum
LUN/USD;"[""Synthetic""]";Lunyr;US Dollar
LUX/BTC;"[""Coinbene""]";LUXCoin;Bitcoin
LUX/USD;"[""Synthetic""]";LUXCoin;US Dollar
LVPS/USD;"[""Synthetic""]";LevoPlus;US Dollar
LYL/BTC;"[""ProBit Exchange""]";LoyalCoin;Bitcoin
LYL/USD;"[""Synthetic""]";LoyalCoin;US Dollar
LYM/BTC;"[""Gate.io"",""Huobi"",""Kucoin""]";Lympo;Bitcoin
LYM/ETH;"[""Gate.io"",""Huobi"",""Kucoin""]";Lympo;Ethereum
LYM/USD;"[""Gate.io"",""Kucoin""]";Lympo;US Dollar
MAC/USD;"[""Synthetic""]";Machinecoin;US Dollar
MAG/BTC;"[""BigONE""]";Maggie;Bitcoin
MAGN/USD;"[""Synthetic""]";Magnetcoin;US Dollar
MAGT/USD;"[""Synthetic""]";Magnet;US Dollar
MAG/USD;"[""Synthetic""]";Maggie;US Dollar
MAID/BTC;"[""Bittrex"",""HitBTC""]";MaidSafeCoin;Bitcoin
MAID/ETH;"[""HitBTC""]";MaidSafeCoin;Ethereum
MAID/USD;"[""HitBTC""]";MaidSafeCoin;US Dollar
MANA/BTC;"[""Binance"",""Bittrex"",""OKEx"",""TOPBTC""]";Decentraland;Bitcoin
MANA/ETH;"[""Bibox"",""Binance"",""Bittrex"",""OKEx""]";Decentraland;Ethereum
MANA/USD;"[""DragonEX"",""Gate.io"",""OKEx""]";Decentraland;US Dollar
MAN/BTC;"[""COINEGG"",""Huobi"",""Kucoin""]";Matrix AI Network;Bitcoin
MAN/ETH;"[""COINEGG"",""Huobi"",""Kucoin"",""LBank""]";Matrix AI Network;Ethereum
MAN/USD;"[""Synthetic""]";Martix AI Network;US Dollar
MAO/BTC;"[""YoBit""]";Mao Zedong;Bitcoin
MAO/USD;"[""Synthetic""]";Mao Zedong;US Dollar
MARc/BTC;"[""Crex24""]";Mchain;Bitcoin
MARc/ETH;"[""Crex24""]";Mchain;Ethereum
MARc/USD;"[""Synthetic""]";Mchain;US Dollar
MARS/USD;"[""Synthetic""]";Marscoin;US Dollar
MARX/USD;"[""Synthetic""]";MarxCoin;US Dollar
MATIC/BNB;"[""Binance""]";Matic Network;Binance Coin
MATIC/BTC;"[""Binance""]";Matic Network;Bitcoin
MATIC/EUR;"[""Binance""]";Polygon;Euro
MATIC/TRY;"[""BTCTurk""]";Polygon;Turkish Lira
MATIC/USD;"[""Binance"",""Dcoin"",""TOKOK""]";Matic Network;US Dollar
MAVRO/BTC;"[""YoBit""]";Mavro;Bitcoin
MAVRO/USD;"[""Synthetic""]";Mavro;US Dollar
MAX/BTC;"[""YoBit""]";MaxCoin;Bitcoin
MAX/USD;"[""Synthetic""]";MaxCoin;US Dollar
MAY/USD;"[""Synthetic""]";Theresa May Coin;US Dollar
MAZA/USD;"[""Synthetic""]";MazaCoin;US Dollar
MBRS/USD;"[""Synthetic""]";Embers;US Dollar
MCAP/USD;"[""Synthetic""]";MCAP;US Dollar
MCI/USD;"[""Synthetic""]";Musiconomi;US Dollar
MCO/BTC;"[""OKEx""]";Crypto.com;Bitcoin
MCO/ETH;"[""OKEx""]";Crypto.com;Ethereum
MCO/USD;"[""OKEx"",""YoBit""]";Crypto.com;US Dollar
MCR/BTC;"[""Livecoin""]";Macro;Bitcoin
MCR/USD;"[""Synthetic""]";Macro;US Dollar
MDA/BTC;"[""Binance""]";Moeda Loyalty Points;Bitcoin
MDA/ETH;"[""Gate.io""]";Moeda Loyalty Points;Ethereum
MDA/USD;"[""Gate.io""]";Moeda Loyalty Points;US Dollar
MDS/BTC;"[""Huobi""]";MediShares;Bitcoin
MDS/ETH;"[""Gate.io"",""Huobi""]";MediShares;Ethereum
MDS/USD;"[""Gate.io""]";MediShares;US Dollar
MDT/BTC;"[""Gate.io"",""OKEx""]";Measurable Data...;Bitcoin
MDT/ETH;"[""Gate.io"",""OKEx""]";Measurable Data...;Ethereum
MDT/USD;"[""Gate.io"",""OKEx""]";Measurable Data...;US Dollar
MEC/BTC;"[""Crex24""]";Megacoin;Bitcoin
MEC/USD;"[""Synthetic""]";Megacoin;US Dollar
MED/USD;"[""Gate.io""]";Medibloc;US Dollar
MEDX/BTC;"[""Kryptono""]";MediBloc [ERC20];Bitcoin
MEDX/USD;"[""Synthetic""]";MediBloc [ERC20];US Dollar
MER/BTC;"[""Bittrex""]";Mercury;Bitcoin
MERI/BTC;"[""Crex24"",""FinexBox""]";Merebel;Bitcoin
MERI/USD;"[""Synthetic""]";Merebel;US Dollar
MER/USD;"[""Synthetic""]";Mercury;US Dollar
METAL/BTC;"[""YoBit""]";MetalCoin;Bitcoin
METAL/USD;"[""Synthetic""]";MetalCoin;US Dollar
MET/BTC;"[""Hotbit""]";Metronome;Bitcoin
MET/ETH;"[""Hotbit"",""IDEX""]";Metronome;Ethereum
MET/USD;"[""Gate.io"",""Synthetic""]";Metronome;US Dollar
MEXC/BTC;"[""Bilaxy""]";MEXC Token;Bitcoin
MEXC/USD;"[""Synthetic""]";MEXC Token;US Dollar
MFT/BNB;"[""Binance""]";Mainframe;Binance Coin
MFT/BNT;"[""Bancor Network""]";Mainframe;Bancor
MFT/BTC;"[""Bittrex""]";Mainframe;Bitcoin
MFT/ETH;"[""Binance""]";Mainframe;Ethereum
MFT/KRW;"[""Upbit""]";Mainframe;Korean Won
MFT/USD;"[""Binance"",""Synthetic""]";Mainframe;US Dollar
MGC/USD;"[""Synthetic""]";MergeCoin;US Dollar
MGM/USD;"[""Synthetic""]";Magnum;US Dollar
MGO/USD;"[""BitForex"",""Ethfinex""]";MobileGo;US Dollar
MHC/BTC;"[""BitForex"",""CEX.IO"",""Kucoin""]";#MetaHash;Bitcoin
MHC/ETH;"[""CEX.IO"",""Kucoin""]";#MetaHash;Ethereum
MHC/EUR;"[""CEX.IO""]";#MetaHash;Euro
MHC/GBP;"[""CEX.IO""]";#MetaHash;British Pound
MHC/USD;"[""CEX.IO"",""Kucoin""]";#MetaHash;US Dollar
MIC/BTC;"[""p2pb2b""]";Mindexcoin;Bitcoin
MIC/USD;"[""Synthetic""]";Mindexcoin;US Dollar
MILO/BTC;"[""YoBit""]";MiloCoin;Bitcoin
MILO/USD;"[""Synthetic""]";MiloCoin;US Dollar
MIN/BTC;"[""CoinTiger""]";MINDOL;Bitcoin
MINEX/USD;"[""Synthetic""]";Minex;US Dollar
MINTME/USD;"[""Synthetic""]";MintMe.com Coin;US Dollar
MIN/USD;"[""Synthetic""]";MINDOL;US Dollar
MITH/BNB;"[""Binance""]";Mithril;Binance Coin
MITH/BTC;"[""Binance"",""HitBTC"",""OKEx""]";Mithril;Bitcoin
MITH/ETH;"[""Gate.io"",""HitBTC"",""OKEx""]";Mithril;Ethereum
MITH/USD;"[""Binance"",""Gate.io"",""OKEx""]";Mithril;US Dollar
MKR/BTC;"[""Bibox"",""Ethfinex"",""Exmo""]";Maker;Bitcoin
MKR/ETH;"[""Bibox"",""Ethfinex"",""Gate.io"",""Kyber Network""]";Maker;Ethereum
MKR/TRY;"[""Paribu""]";Maker;Turkish Lira
MKR/USD;"[""Ethfinex"",""Gate.io"",""HitBTC"",""OKEx"",""Paribu""]";Maker;US Dollar
MLN/BTC;"[""Kraken""]";Melon;Bitcoin
MLN/ETH;"[""Kraken""]";Melon;Ethereum
MLN/USD;"[""Ethfinex""]";Melon;US Dollar
